Agent_name,User,Timestamp,Decoder_name,Description,Full_log,Activity,Action
atacante_22cdbe317138f0d8f0137e45f930a42e950d036c,ubuntu,2025-03-06 14:56:54.820,auditd,1,"type=SYSCALL msg=audit(1741273013.381:4077): arch=c000003e syscall=59 success=yes exit=0 a0=58889d1dad20 a1=58889d1c5850 a2=58889d1dab88 a3=2 items=2 ppid=5379 pid=5381 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=5 comm=""head"" exe=""/usr/bin/head"" subj=unconfined key=""audit-wazuh-c"" ARCH=x86_64 SYSCALL=execve AUID=""ubuntu"" UID=""ubuntu"" GID=""ubuntu"" EUID=""ubuntu"" SUID=""ubuntu"" FSUID=""ubuntu"" EGID=""ubuntu"" SGID=""ubuntu"" FSGID=""ubuntu"" type=EXECVE msg=audit(1741273013.381:4077): argc=3 a0=""head"" a1=""-n"" a2=""1"" type=CWD msg=audit(1741273013.381:4077): cwd=""/home/ubuntu"" type=PATH msg=audit(1741273013.381:4077): item=0 name=""/usr/bin/head"" inode=524823 dev=08:03 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0 OUID=""root"" OGID=""root"" type=PATH msg=audit(1741273013.381:4077): item=1 name=""/lib64/ld-linux-x86-64.so.2"" inode=551795 dev=08:03 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0 OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1741273013.381:4077): proctitle=68656164002D6E0031",command,Command executed
atacante_22cdbe317138f0d8f0137e45f930a42e950d036c,ubuntu,2025-03-06 14:56:54.830,auditd,1,"type=SYSCALL msg=audit(1741273013.381:4082): arch=c000003e syscall=59 success=yes exit=0 a0=58889d1dad20 a1=58889d1c5850 a2=58889d1dab88 a3=2 items=2 ppid=5384 pid=5386 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=5 comm=""head"" exe=""/usr/bin/head"" subj=unconfined key=""audit-wazuh-c"" ARCH=x86_64 SYSCALL=execve AUID=""ubuntu"" UID=""ubuntu"" GID=""ubuntu"" EUID=""ubuntu"" SUID=""ubuntu"" FSUID=""ubuntu"" EGID=""ubuntu"" SGID=""ubuntu"" FSGID=""ubuntu"" type=EXECVE msg=audit(1741273013.381:4082): argc=3 a0=""head"" a1=""-n"" a2=""1"" type=CWD msg=audit(1741273013.381:4082): cwd=""/home/ubuntu"" type=PATH msg=audit(1741273013.381:4082): item=0 name=""/usr/bin/head"" inode=524823 dev=08:03 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0 OUID=""root"" OGID=""root"" type=PATH msg=audit(1741273013.381:4082): item=1 name=""/lib64/ld-linux-x86-64.so.2"" inode=551795 dev=08:03 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0 OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1741273013.381:4082): proctitle=68656164002D6E0031",command,Command executed
atacante_22cdbe317138f0d8f0137e45f930a42e950d036c,ubuntu,2025-03-06 14:56:55.065,auditd,1,"type=SYSCALL msg=audit(1741273013.942:4151): arch=c000003e syscall=59 success=yes exit=0 a0=6104f8a5ed20 a1=6104f8a49850 a2=6104f8a5eb88 a3=2 items=2 ppid=5496 pid=5498 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=5 comm=""head"" exe=""/usr/bin/head"" subj=unconfined key=""audit-wazuh-c"" ARCH=x86_64 SYSCALL=execve AUID=""ubuntu"" UID=""ubuntu"" GID=""ubuntu"" EUID=""ubuntu"" SUID=""ubuntu"" FSUID=""ubuntu"" EGID=""ubuntu"" SGID=""ubuntu"" FSGID=""ubuntu""",command,Command executed
atacante_22cdbe317138f0d8f0137e45f930a42e950d036c,ubuntu,2025-03-06 14:56:55.242,auditd,1,"type=SYSCALL msg=audit(1741273013.982:4177): arch=c000003e syscall=59 success=yes exit=0 a0=6104f8a5ed20 a1=6104f8a49850 a2=6104f8a5eb88 a3=2 items=2 ppid=5526 pid=5528 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=5 comm=""head"" exe=""/usr/bin/head"" subj=unconfined key=""audit-wazuh-c"" ARCH=x86_64 SYSCALL=execve AUID=""ubuntu"" UID=""ubuntu"" GID=""ubuntu"" EUID=""ubuntu"" SUID=""ubuntu"" FSUID=""ubuntu"" EGID=""ubuntu"" SGID=""ubuntu"" FSGID=""ubuntu""",command,Command executed
atacante_ab14b149da3219811dceef899270ca18b585ce05,ubuntu,2025-03-06 15:26:14.759,auditd,1,"type=SYSCALL msg=audit(1741274772.788:4920): arch=c000003e syscall=59 success=yes exit=0 a0=6030354f0d20 a1=6030354db850 a2=6030354f0b88 a3=2 items=2 ppid=5944 pid=5946 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=5 comm=""head"" exe=""/usr/bin/head"" subj=unconfined key=""audit-wazuh-c"" ARCH=x86_64 SYSCALL=execve AUID=""ubuntu"" UID=""ubuntu"" GID=""ubuntu"" EUID=""ubuntu"" SUID=""ubuntu"" FSUID=""ubuntu"" EGID=""ubuntu"" SGID=""ubuntu"" FSGID=""ubuntu"" type=EXECVE msg=audit(1741274772.788:4920): argc=3 a0=""head"" a1=""-n"" a2=""1"" type=CWD msg=audit(1741274772.788:4920): cwd=""/home/ubuntu"" type=PATH msg=audit(1741274772.788:4920): item=0 name=""/usr/bin/head"" inode=524823 dev=08:03 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0 OUID=""root"" OGID=""root"" type=PATH msg=audit(1741274772.788:4920): item=1 name=""/lib64/ld-linux-x86-64.so.2"" inode=551795 dev=08:03 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0 OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1741274772.788:4920): proctitle=68656164002D6E0031",command,Command executed
atacante_ab14b149da3219811dceef899270ca18b585ce05,ubuntu,2025-03-06 15:26:15.003,auditd,1,"type=SYSCALL msg=audit(1741274772.846:4941): arch=c000003e syscall=59 success=yes exit=0 a0=6030354f0d20 a1=6030354db850 a2=6030354f0b88 a3=2 items=2 ppid=5969 pid=5971 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=5 comm=""head"" exe=""/usr/bin/head"" subj=unconfined key=""audit-wazuh-c"" ARCH=x86_64 SYSCALL=execve AUID=""ubuntu"" UID=""ubuntu"" GID=""ubuntu"" EUID=""ubuntu"" SUID=""ubuntu"" FSUID=""ubuntu"" EGID=""ubuntu"" SGID=""ubuntu"" FSGID=""ubuntu"" type=EXECVE msg=audit(1741274772.846:4941): argc=3 a0=""head"" a1=""-n"" a2=""1"" type=CWD msg=audit(1741274772.846:4941): cwd=""/home/ubuntu"" type=PATH msg=audit(1741274772.846:4941): item=0 name=""/usr/bin/head"" inode=524823 dev=08:03 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0 OUID=""root"" OGID=""root"" type=PATH msg=audit(1741274772.846:4941): item=1 name=""/lib64/ld-linux-x86-64.so.2"" inode=551795 dev=08:03 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0 OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1741274772.846:4941): proctitle=68656164002D6E0031",command,Command executed
atacante_ab14b149da3219811dceef899270ca18b585ce05,ubuntu,2025-03-06 15:26:15.068,auditd,1,"type=SYSCALL msg=audit(1741274772.857:4945): arch=c000003e syscall=59 success=yes exit=0 a0=6030354f0d20 a1=6030354db850 a2=6030354f0b88 a3=2 items=2 ppid=5974 pid=5976 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=5 comm=""head"" exe=""/usr/bin/head"" subj=unconfined key=""audit-wazuh-c"" ARCH=x86_64 SYSCALL=execve AUID=""ubuntu"" UID=""ubuntu"" GID=""ubuntu"" EUID=""ubuntu"" SUID=""ubuntu"" FSUID=""ubuntu"" EGID=""ubuntu"" SGID=""ubuntu"" FSGID=""ubuntu""",command,Command executed
atacante_ab14b149da3219811dceef899270ca18b585ce05,ubuntu,2025-03-06 15:26:15.575,auditd,1,"type=SYSCALL msg=audit(1741274773.225:4994): arch=c000003e syscall=59 success=yes exit=0 a0=5c8cf5a19d20 a1=5c8cf5a04850 a2=5c8cf5a19b88 a3=2 items=2 ppid=6058 pid=6060 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=5 comm=""head"" exe=""/usr/bin/head"" subj=unconfined key=""audit-wazuh-c"" ARCH=x86_64 SYSCALL=execve AUID=""ubuntu"" UID=""ubuntu"" GID=""ubuntu"" EUID=""ubuntu"" SUID=""ubuntu"" FSUID=""ubuntu"" EGID=""ubuntu"" SGID=""ubuntu"" FSGID=""ubuntu"" type=EXECVE msg=audit(1741274773.225:4994): argc=3 a0=""head"" a1=""-n"" a2=""1"" type=CWD msg=audit(1741274773.225:4994): cwd=""/home/ubuntu"" type=PATH msg=audit(1741274773.225:4994): item=0 name=""/usr/bin/head"" inode=524823 dev=08:03 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0 OUID=""root"" OGID=""root"" type=PATH msg=audit(1741274773.225:4994): item=1 name=""/lib64/ld-linux-x86-64.so.2"" inode=551795 dev=08:03 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0 OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1741274773.225:4994): proctitle=68656164002D6E0031",command,Command executed
atacante_ab14b149da3219811dceef899270ca18b585ce05,ubuntu,2025-03-06 15:26:15.583,auditd,1,"type=SYSCALL msg=audit(1741274773.242:4998): arch=c000003e syscall=59 success=yes exit=0 a0=5c8cf5a19d20 a1=5c8cf5a04850 a2=5c8cf5a19b88 a3=2 items=2 ppid=6063 pid=6065 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=5 comm=""head"" exe=""/usr/bin/head"" subj=unconfined key=""audit-wazuh-c"" ARCH=x86_64 SYSCALL=execve AUID=""ubuntu"" UID=""ubuntu"" GID=""ubuntu"" EUID=""ubuntu"" SUID=""ubuntu"" FSUID=""ubuntu"" EGID=""ubuntu"" SGID=""ubuntu"" FSGID=""ubuntu"" type=EXECVE msg=audit(1741274773.242:4998): argc=3 a0=""head"" a1=""-n"" a2=""1"" type=CWD msg=audit(1741274773.242:4998): cwd=""/home/ubuntu"" type=PATH msg=audit(1741274773.242:4998): item=0 name=""/usr/bin/head"" inode=524823 dev=08:03 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0 OUID=""root"" OGID=""root"" type=PATH msg=audit(1741274773.242:4998): item=1 name=""/lib64/ld-linux-x86-64.so.2"" inode=551795 dev=08:03 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0 OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1741274773.242:4998): proctitle=68656164002D6E0031",command,Command executed
atacante_ab14b149da3219811dceef899270ca18b585ce05,ubuntu,2025-03-06 15:26:15.591,auditd,1,"type=SYSCALL msg=audit(1741274773.258:5002): arch=c000003e syscall=59 success=yes exit=0 a0=5c8cf5a19d20 a1=5c8cf5a04850 a2=5c8cf5a19b88 a3=2 items=2 ppid=6068 pid=6070 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=5 comm=""head"" exe=""/usr/bin/head"" subj=unconfined key=""audit-wazuh-c"" ARCH=x86_64 SYSCALL=execve AUID=""ubuntu"" UID=""ubuntu"" GID=""ubuntu"" EUID=""ubuntu"" SUID=""ubuntu"" FSUID=""ubuntu"" EGID=""ubuntu"" SGID=""ubuntu"" FSGID=""ubuntu""",command,Command executed
atacante_ab14b149da3219811dceef899270ca18b585ce05,ubuntu,2025-03-06 15:26:15.630,auditd,1,"type=SYSCALL msg=audit(1741274773.292:5014): arch=c000003e syscall=59 success=yes exit=0 a0=5c8cf5a19d20 a1=5c8cf5a04850 a2=5c8cf5a19b88 a3=2 items=2 ppid=6083 pid=6085 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=5 comm=""head"" exe=""/usr/bin/head"" subj=unconfined key=""audit-wazuh-c"" ARCH=x86_64 SYSCALL=execve AUID=""ubuntu"" UID=""ubuntu"" GID=""ubuntu"" EUID=""ubuntu"" SUID=""ubuntu"" FSUID=""ubuntu"" EGID=""ubuntu"" SGID=""ubuntu"" FSGID=""ubuntu"" type=EXECVE msg=audit(1741274773.292:5014): argc=3 a0=""head"" a1=""-n"" a2=""1"" type=CWD msg=audit(1741274773.292:5014): cwd=""/home/ubuntu"" type=PATH msg=audit(1741274773.292:5014): item=0 name=""/usr/bin/head"" inode=524823 dev=08:03 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0 OUID=""root"" OGID=""root"" type=PATH msg=audit(1741274773.292:5014): item=1 name=""/lib64/ld-linux-x86-64.so.2"" inode=551795 dev=08:03 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0 OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1741274773.292:5014): proctitle=68656164002D6E0031",command,Command executed
